,V(m/s),alpha(deg),beta(deg),p(deg/s),q(deg/s),r(deg/s),phi(deg),theta(deg)
4341.0,13.925681691698573,0.6793093693120404,0.0,0.0,0.0008485949061479034,0.0,0.0,1.116200704311629
4342.0,13.925596426642729,0.6800971830254661,0.0,0.0,0.0008480200576609985,0.0,0.0,1.1170490146666778
4343.0,13.925510920089392,0.6808838701546278,0.0,0.0,0.0008474106937460348,0.0,0.0,1.1178967329217957
4344.0,13.92542517467371,0.6816693970425403,0.0,0.0,0.0008467667397325805,0.0,0.0,1.1187438245241244
4345.0,13.925339193047435,0.6824537299813334,0.0,0.0,0.0008460881220964528,0.0,0.0,1.1195902548467072
4346.0,13.92525297787886,0.6832368352134317,0.0,0.0,0.0008453747684663722,0.0,0.0,1.1204359891896396
4347.0,13.925166531852769,0.6840186789327394,0.0,0.0,0.0008446266076305916,0.0,0.0,1.121280992781225
4348.0,13.925079857670383,0.6847992272858309,0.0,0.0,0.000843843569543499,0.0,0.0,1.1221252307791374
4349.0,13.924992958049296,0.6855784463731475,0.0,0.0,0.0008430255853321954,0.0,0.0,1.122968668271591
4350.0,13.924905835723422,0.6863563022501995,0.0,0.0,0.0008421725873030451,0.0,0.0,1.1238112702785161
4351.0,13.92481849344293,0.6871327609287745,0.0,0.0,0.0008412845089481992,0.0,0.0,1.124653001752742
4352.0,13.924730933974184,0.6879077883781504,0.0,0.0,0.0008403612849520923,0.0,0.0,1.1254938275811857
4353.0,13.92464316009969,0.6886813505263149,0.0,0.0,0.0008394028511979104,0.0,0.0,1.1263337125860469
4354.0,13.924555174618026,0.6894534132611904,0.0,0.0,0.0008384091447740319,0.0,0.0,1.1271726215260114
4355.0,13.924466980343784,0.690223942431864,0.0,0.0,0.0008373801039804383,0.0,0.0,1.128010519097458
4356.0,13.924378580107499,0.690992903849824,0.0,0.0,0.000836315668335097,0.0,0.0,1.1288473699356747
4357.0,13.924289976755595,0.6917602632902006,0.0,0.0,0.0008352157785803144,0.0,0.0,1.1296831386160782
4358.0,13.924201173150315,0.6925259864930129,0.0,0.0,0.0008340803766890583,0.0,0.0,1.1305177896554428
4359.0,13.924112172169655,0.6932900391644214,0.0,0.0,0.0008329094058712503,0.0,0.0,1.1313512875131337
4360.0,13.924022976707295,0.6940523869779859,0.0,0.0,0.000831702810580028,0.0,0.0,1.132183596592347
4361.0,13.923933589672538,0.6948129955759275,0.0,0.0,0.0008304605365179748,0.0,0.0,1.1330146812413562
4362.0,13.923844013990236,0.6955718305703981,0.0,0.0,0.0008291825306433185,0.0,0.0,1.1338445057547648
4363.0,13.92375425260072,0.6963288575447533,0.0,0.0,0.0008278687411760978,0.0,0.0,1.1346730343747646
4364.0,13.923664308459736,0.6970840420548317,0.0,0.0,0.0008265191176042962,0.0,0.0,1.1355002312924014
4365.0,13.923574184538372,0.6978373496302386,0.0,0.0,0.0008251336106899424,0.0,0.0,1.136326060648845
4366.0,13.923483883822982,0.6985887457756358,0.0,0.0,0.0008237121724751779,0.0,0.0,1.137150486536667
4367.0,13.923393409315118,0.6993381959720355,0.0,0.0,0.00082225475628829,0.0,0.0,1.1379734730011237
4368.0,13.923302764031455,0.7000856656781002,0.0,0.0,0.0008207613167497117,0.0,0.0,1.1387949840414453
4369.0,13.923211951003719,0.7008311203314471,0.0,0.0,0.0008192318097779842,0.0,0.0,1.139614983612131
4370.0,13.92312097327861,0.7015745253499581,0.0,0.0,0.0008176661925956871,0.0,0.0,1.1404334356242498
4371.0,13.92302983391773,0.7023158461330938,0.0,0.0,0.0008160644237353318,0.0,0.0,1.1412503039467483
4372.0,13.922938535997496,0.7030550480632137,0.0,0.0,0.000814426463045218,0.0,0.0,1.1420655524077625
4373.0,13.922847082609076,0.7037920965069002,0.0,0.0,0.000812752271695254,0.0,0.0,1.1428791447959374
4374.0,13.922755476858306,0.7045269568162884,0.0,0.0,0.0008110418121827411,0.0,0.0,1.1436910448617508
4375.0,13.922663721865609,0.7052595943304,0.0,0.0,0.0008092950483381192,0.0,0.0,1.144501216318844
4376.0,13.922571820765917,0.7059899743764825,0.0,0.0,0.0008075119453306755,0.0,0.0,1.1453096228453576
4377.0,13.92247977670859,0.7067180622713526,0.0,0.0,0.0008056924696742138,0.0,0.0,1.146116228085274
4378.0,13.922387592857334,0.7074438233227452,0.0,0.0,0.0008038365892326858,0.0,0.0,1.1469209956497628
4379.0,13.92229527239012,0.7081672228306662,0.0,0.0,0.0008019442732257833,0.0,0.0,1.1477238891185357
4380.0,13.9222028184991,0.7088882260887501,0.0,0.0,0.0008000154922344903,0.0,0.0,1.1485248720412042
4381.0,13.922110234390527,0.7096067983856226,0.0,0.0,0.0007980502182065953,0.0,0.0,1.149323907938644
4382.0,13.922017523284666,0.7103229050062673,0.0,0.0,0.0007960484244621627,0.0,0.0,1.1501209603043634
4383.0,13.921924688415709,0.7110365112333974,0.0,0.0,0.0007940100856989636,0.0,0.0,1.15091599260588
4384.0,13.921831733031691,0.7117475823488311,0.0,0.0,0.0007919351779978653,0.0,0.0,1.1517089682861
4385.0,13.921738660394402,0.7124560836348721,0.0,0.0,0.0007898236788281782,0.0,0.0,1.152499850764704
4386.0,13.921645473779298,0.7131619803756942,0.0,0.0,0.0007876755670529614,0.0,0.0,1.1532886034395389
4387.0,13.921552176475418,0.71386523785873,0.0,0.0,0.000785490822934285,0.0,0.0,1.1540751896880133
4388.0,13.921458771785284,0.7145658213760643,0.0,0.0,0.0007832694281384489,0.0,0.0,1.1548595728684994
4389.0,13.921365263024823,0.7152636962258314,0.0,0.0,0.0007810113657411587,0.0,0.0,1.1556417163217405
4390.0,13.921271653523267,0.7159588277136169,0.0,0.0,0.0007787166202326573,0.0,0.0,1.1564215833722622
4391.0,13.921177946623065,0.716651181153863,0.0,0.0,0.0007763851775228118,0.0,0.0,1.1571991373297896
4392.0,13.921084145679789,0.7173407218712788,0.0,0.0,0.0007740170249461555,0.0,0.0,1.1579743414906698
4393.0,13.920990254062044,0.7180274152022541,0.0,0.0,0.000771612151266885,0.0,0.0,1.1587471591392986
4394.0,13.920896275151371,0.7187112264962767,0.0,0.0,0.0007691705466838103,0.0,0.0,1.159517553549553
4395.0,13.92080221234215,0.719392121117355,0.0,0.0,0.0007666922028352609,0.0,0.0,1.1602854879862283
4396.0,13.920708069041508,0.7200700644454429,0.0,0.0,0.0007641771128039421,0.0,0.0,1.1610509257064798
4397.0,13.920613848669223,0.72074502187787,0.0,0.0,0.0007616252711217473,0.0,0.0,1.1618138299612697
4398.0,13.920519554657625,0.7214169588307746,0.0,0.0,0.0007590366737745205,0.0,0.0,1.1625741639968188
4399.0,13.920425190451494,0.7220858407405407,0.0,0.0,0.0007564113182067723,0.0,0.0,1.1633318910560624
4400.0,13.920330759507971,0.722751633065239,0.0,0.0,0.000753749203326346,0.0,0.0,1.1640869743801119
4401.0,13.920236265296445,0.7234143012860711,0.0,0.0,0.0007510503295090368,0.0,0.0,1.1648393772097199
4402.0,13.920141711298466,0.7240738109088175,0.0,0.0,0.0007483146986031593,0.0,0.0,1.1655890627867507
4403.0,13.920047101007636,0.7247301274652894,0.0,0.0,0.000745542313934068,0.0,0.0,1.1663359943556553
4404.0,13.919952437929508,0.7253832165147835,0.0,0.0,0.000742733180308625,0.0,0.0,1.1670801351649502
4405.0,13.919857725581485,0.7260330436455406,0.0,0.0,0.0007398873040196194,0.0,0.0,1.1678214484687015
4406.0,13.919762967492714,0.7266795744762071,0.0,0.0,0.000737004692850134,0.0,0.0,1.1685598975280127
4407.0,13.919668167203984,0.727322774657301,0.0,0.0,0.0007340853560778617,0.0,0.0,1.1692954456125175
4408.0,13.919573328267619,0.7279626098726795,0.0,0.0,0.0007311293044793693,0.0,0.0,1.1700280560018763
4409.0,13.919478454247376,0.7285990458410109,0.0,0.0,0.0007281365503343098,0.0,0.0,1.1707576919872773
4410.0,13.919383548718331,0.72923204831725,0.0,0.0,0.0007251071074295809,0.0,0.0,1.1714843168729416
4411.0,13.91928861526678,0.7298615830941153,0.0,0.0,0.0007220409910634318,0.0,0.0,1.1722078939776326
4412.0,13.919193657490124,0.7304876160035706,0.0,0.0,0.000718938218049515,0.0,0.0,1.172928386636169
4413.0,13.919098678996766,0.7311101129183087,0.0,0.0,0.0007157988067208854,0.0,0.0,1.1736457582009432
4414.0,13.919003683405997,0.7317290397532388,0.0,0.0,0.000712622776933944,0.0,0.0,1.1743599720434412
4415.0,13.918908674347884,0.7323443624669757,0.0,0.0,0.0007094101500723277,0.0,0.0,1.1750709915557693
4416.0,13.918813655463167,0.7329560470633331,0.0,0.0,0.0007061609490507428,0.0,0.0,1.1757787801521822
4417.0,13.918718630403136,0.733564059592819,0.0,0.0,0.0007028751983187442,0.0,0.0,1.1764833012706168
4418.0,13.918623602829529,0.7341683661541337,0.0,0.0,0.0006995529238644577,0.0,0.0,1.1771845183742284
4419.0,13.91852857641441,0.7347689328956708,0.0,0.0,0.0006961941532182457,0.0,0.0,1.1778823949529313
4420.0,13.918433554840059,0.7353657260170208,0.0,0.0,0.0006927989154563168,0.0,0.0,1.1785768945249426
4421.0,13.918338541798857,0.7359587117704768,0.0,0.0,0.0006893672412042771,0.0,0.0,1.1792679806383302
4422.0,13.91824354099317,0.7365478564625435,0.0,0.0,0.0006858991626406253,0.0,0.0,1.1799556168725633
4423.0,13.918148556135232,0.7371331264554477,0.0,0.0,0.0006823947135001881,0.0,0.0,1.1806397668400683
4424.0,13.918053590947029,0.7377144881686518,0.0,0.0,0.0006788539290774984,0.0,0.0,1.1813203941877854
4425.0,13.917958649160175,0.7382919080803696,0.0,0.0,0.0006752768462301135,0.0,0.0,1.1819974625987308
4426.0,13.917863734515805,0.7388653527290839,0.0,0.0,0.0006716635033818751,0.0,0.0,1.1826709357935612
4427.0,13.917768850764446,0.7394347887150667,0.0,0.0,0.0006680139405261089,0.0,0.0,1.1833407775321412
4428.0,13.9176740016659,0.7400001827019014,0.0,0.0,0.0006643281992287643,0.0,0.0,1.1840069516151153
4429.0,13.917579190989121,0.740561501418007,0.0,0.0,0.0006606063226314937,0.0,0.0,1.1846694218854812
4430.0,13.917484422512102,0.7411187116581646,0.0,0.0,0.0006568483554546708,0.0,0.0,1.1853281522301675
4431.0,13.917389700021738,0.7416717802850451,0.0,0.0,0.0006530543440003483,0.0,0.0,1.1859831065816138
4432.0,13.917295027313719,0.7422206742307401,0.0,0.0,0.0006492243361551524,0.0,0.0,1.1866342489193535
4433.0,13.917200408192393,0.742765360498293,0.0,0.0,0.0006453583813931172,0.0,0.0,1.1872815432716006
4434.0,13.91710584647065,0.7433058061632332,0.0,0.0,0.0006414565307784553,0.0,0.0,1.1879249537168377
4435.0,13.917011345969792,0.743841978375111,0.0,0.0,0.0006375188369682661,0.0,0.0,1.188564444385408
4436.0,13.91691691051941,0.7443738443590354,0.0,0.0,0.0006335453542151808,0.0,0.0,1.189199979461109
4437.0,13.916822543957258,0.7449013714172117,0.0,0.0,0.0006295361383699446,0.0,0.0,1.1898315231827898
4438.0,13.916728250129122,0.745424526930482,0.0,0.0,0.0006254912468839334,0.0,0.0,1.1904590398459507
4439.0,13.916634032888696,0.745943278359867,0.0,0.0,0.0006214107388116074,0.0,0.0,1.1910824938043443
4440.0,13.916539896097454,0.7464575932481082,0.0,0.0,0.0006172946748129003,0.0,0.0,1.1917018494715805
4441.0,13.916445843624514,0.7469674392212127,0.0,0.0,0.0006131431171555427,0.0,0.0,1.1923170713227327
4442.0,13.916351879346513,0.747472783989998,0.0,0.0,0.0006089561297173195,0.0,0.0,1.1929281238959468
4443.0,13.916258007147478,0.7479735953516391,0.0,0.0,0.0006047337779882634,0.0,0.0,1.1935349717940524
4444.0,13.916164230918692,0.7484698411912161,0.0,0.0,0.000600476129072781,0.0,0.0,1.1941375796861764
4445.0,13.916070554558562,0.7489614894832626,0.0,0.0,0.0005961832516917122,0.0,0.0,1.194735912309358
4446.0,13.915976981972484,0.7494485082933157,0.0,0.0,0.0005918552161843239,0.0,0.0,1.1953299344701662
4447.0,13.915883517072716,0.7499308657794664,0.0,0.0,0.0005874920945102351,0.0,0.0,1.1959196110463197
4448.0,13.91579016377824,0.7504085301939115,0.0,0.0,0.0005830939602512758,0.0,0.0,1.1965049069883071
4449.0,13.915696926014624,0.7508814698845052,0.0,0.0,0.0005786608886132771,0.0,0.0,1.1970857873210112
4450.0,13.915603807713891,0.7513496532963124,0.0,0.0,0.0005741929564277935,0.0,0.0,1.197662217145333
4451.0,13.915510812814384,0.7518130489731621,0.0,0.0,0.0005696902421537565,0.0,0.0,1.198234161639819
4452.0,13.915417945260625,0.7522716255592019,0.0,0.0,0.0005651528258790597,0.0,0.0,1.198801586062289
4453.0,13.91532520900318,0.752725351800452,0.0,0.0,0.0005605807893220733,0.0,0.0,1.199364455751465
4454.0,13.915232607998522,0.7531741965463605,0.0,0.0,0.000555974215833091,0.0,0.0,1.1999227361286042
4455.0,13.915140146208891,0.7536181287513594,0.0,0.0,0.0005513331903957054,0.0,0.0,1.2004763926991302
4456.0,13.915047827602153,0.7540571174764191,0.0,0.0,0.0005466577996281142,0.0,0.0,1.2010253910542674
4457.0,13.914955656151664,0.7544911318906056,0.0,0.0,0.0005419481317843553,0.0,0.0,1.2015696968726761
4458.0,13.914863635836124,0.7549201412726354,0.0,0.0,0.0005372042767554706,0.0,0.0,1.2021092759220895
4459.0,13.914771770639444,0.7553441150124326,0.0,0.0,0.0005324263260705999,0.0,0.0,1.2026440940609502
4460.0,13.914680064550595,0.7557630226126845,0.0,0.0,0.0005276143728980021,0.0,0.0,1.2031741172400499
4461.0,13.914588521563472,0.7561768336903977,0.0,0.0,0.0005227685120460053,0.0,0.0,1.203699311504168
4462.0,13.914497145676746,0.7565855179784543,0.0,0.0,0.0005178888399638842,0.0,0.0,1.2042196429937135
4463.0,13.914405940893728,0.7569890453271676,0.0,0.0,0.000512975454742666,0.0,0.0,1.2047350779463646
4464.0,13.914314911222215,0.7573873857058371,0.0,0.0,0.0005080284561158621,0.0,0.0,1.205245582698712
4465.0,13.914224060674353,0.7577805092043043,0.0,0.0,0.0005030479454601283,0.0,0.0,1.2057511236879017
4466.0,13.91413339326649,0.7581683860345068,0.0,0.0,0.0004980340257958511,0.0,0.0,1.206251667453278
4467.0,13.91404291301902,0.7585509865320329,0.0,0.0,0.0004929868017876596,0.0,0.0,1.2067471806380272
4468.0,13.913952623956256,0.758928281157675,0.0,0.0,0.00048790637974486536,0.0,0.0,1.2072376299908234
4469.0,13.913862530106263,0.7593002404989824,0.0,0.0,0.0004827928676218257,0.0,0.0,1.207722982367472
4470.0,13.913772635500722,0.759666835271814,0.0,0.0,0.00047764637501823465,0.0,0.0,1.2082032047325553
4471.0,13.913682944174779,0.7600280363218894,0.0,0.0,0.00047246701317933844,0.0,0.0,1.2086782641610783
4472.0,13.913593460166894,0.7603838146263397,0.0,0.0,0.0004672548949960753,0.0,0.0,1.2091481278401142
4473.0,13.91350418751869,0.7607341412952571,0.0,0.0,0.0004620101350051409,0.0,0.0,1.2096127630704496
4474.0,13.91341513027481,0.7610789875732433,0.0,0.0,0.00045673284938897794,0.0,0.0,1.210072137268231
4475.0,13.91332629248276,0.7614183248409576,0.0,0.0,0.0004514231559756897,0.0,0.0,1.2105262179666103
4476.0,13.913237678192758,0.7617521246166628,0.0,0.0,0.00044608117423887813,0.0,0.0,1.2109749728173897
4477.0,13.913149291457586,0.7620803585577703,0.0,0.0,0.0004407070252974053,0.0,0.0,1.2114183695926684
4478.0,13.913061136332436,0.7624029984623848,0.0,0.0,0.0004353008319150778,0.0,0.0,1.211856376186486
4479.0,13.912973216874754,0.7627200162708456,0.0,0.0,0.0004298627185002554,0.0,0.0,1.2122889606164693
4480.0,13.912885537144088,0.7630313840672686,0.0,0.0,0.0004243928111053818,0.0,0.0,1.2127160910254748
4481.0,13.91279810120194,0.7633370740810849,0.0,0.0,0.0004188912374264384,0.0,0.0,1.2131377356832338
4482.0,13.912710913111603,0.7636370586885793,0.0,0.0,0.00041335812680232066,0.0,0.0,1.2135538629879945
4483.0,13.912623976938011,0.7639313104144264,0.0,0.0,0.0004077936102141367,0.0,0.0,1.2139644414681656
4484.0,13.912537296747582,0.7642198019332245,0.0,0.0,0.00040219782028442786,0.0,0.0,1.2143694397839575
4485.0,13.912450876608059,0.7645025060710285,0.0,0.0,0.0003965708912763109,0.0,0.0,1.2147688267290235
4486.0,13.912364720588362,0.7647793958068808,0.0,0.0,0.0003909129590925422,0.0,0.0,1.2151625712321001
4487.0,13.912278832758423,0.7650504442743394,0.0,0.0,0.00038522416127450307,0.0,0.0,1.2155506423586457
4488.0,13.912193217189028,0.7653156247630047,0.0,0.0,0.00037950463700110656,0.0,0.0,1.2159330093124792
4489.0,13.912107877951666,0.765574910720044,0.0,0.0,0.0003737545270876247,0.0,0.0,1.2163096414374164
4490.0,13.912022819118365,0.7658282757517134,0.0,0.0,0.000367973973984437,0.0,0.0,1.2166805082189063
4491.0,13.911938044761534,0.7660756936248782,0.0,0.0,0.0003621631217756994,0.0,0.0,1.2170455792856651
4492.0,13.911853558953805,0.7663171382685297,0.0,0.0,0.00035632211617793355,0.0,0.0,1.2174048244113098
4493.0,13.911769365767869,0.7665525837753008,0.0,0.0,0.00035045110453853635,0.0,0.0,1.217758213515989
4494.0,13.91168546927632,0.7667820044029784,0.0,0.0,0.0003445502358342096,0.0,0.0,1.2181057166680138
4495.0,13.911601873551492,0.7670053745760129,0.0,0.0,0.0003386196606693093,0.0,0.0,1.218447304085486
4496.0,13.9115185826653,0.7672226688870261,0.0,0.0,0.000332659531274115,0.0,0.0,1.2187829461379245
4497.0,13.911435600689076,0.7674338620983148,0.0,0.0,0.00032667000150301813,0.0,0.0,1.219112613347891
4498.0,13.911352931693404,0.7676389291433529,0.0,0.0,0.00032065122683263045,0.0,0.0,1.2194362763926128
4499.0,13.911270579747965,0.76783784512829,0.0,0.0,0.00031460336435981055,0.0,0.0,1.2197539061056042
4500.0,13.911188548921364,0.768030585333447,0.0,0.0,0.0003085265727996108,0.0,0.0,1.2200654734782854
4501.0,13.911106843280978,0.7682171252148084,0.0,0.0,0.00030242101248314184,0.0,0.0,1.2203709496616
4502.0,13.911025466892779,0.7683974404055122,0.0,0.0,0.000296286845355357,0.0,0.0,1.2206703059676298
4503.0,13.910944423821181,0.7685715067173353,0.0,0.0,0.0002901242349727545,0.0,0.0,1.2209635138712078
4504.0,13.91086371812887,0.7687393001421772,0.0,0.0,0.00028393334650099835,0.0,0.0,1.2212505450115279
4505.0,13.910783353876637,0.7689007968535387,0.0,0.0,0.0002777143467124577,0.0,0.0,1.2215313711937532
4506.0,13.910703335123216,0.7690559732079985,0.0,0.0,0.00027146740398366456,0.0,0.0,1.2218059643906216
4507.0,13.910623665925119,0.7692048057466847,0.0,0.0,0.00026519268829268915,0.0,0.0,1.2220742967440488
4508.0,13.910544350336464,0.7693472711967445,0.0,0.0,0.0002588903712164339,0.0,0.0,1.2223363405667276
4509.0,13.910465392408812,0.7694833464728087,0.0,0.0,0.00025256062592784464,0.0,0.0,1.2225920683437266
4510.0,13.910386796191,0.7696130086784531,0.0,0.0,0.0002462036271930398,0.0,0.0,1.2228414527340836
4511.0,13.910308565728974,0.7697362351076557,0.0,0.0,0.00023981955136835796,0.0,0.0,1.2230844665723983
4512.0,13.910230705065617,0.7698530032462503,0.0,0.0,0.00023340857639732155,0.0,0.0,1.2233210828704206
4513.0,13.910153218240588,0.7699632907733759,0.0,0.0,0.00022697088180751948,0.0,0.0,1.223551274818636
4514.0,13.910076109290143,0.7700670755629219,0.0,0.0,0.0002205066487074065,0.0,0.0,1.223775015787848
4515.0,13.909999382246978,0.7701643356849689,0.0,0.0,0.00021401605978301993,0.0,0.0,1.2239922793307585
4516.0,13.90992304114005,0.7702550494072261,0.0,0.0,0.00020749929929461328,0.0,0.0,1.224203039183542
4517.0,13.909847089994413,0.7703391951964632,0.0,0.0,0.00020095655307320818,0.0,0.0,1.2244072692674193
4518.0,13.909771532831044,0.7704167517199386,0.0,0.0,0.00019438800851706217,0.0,0.0,1.224604943690226
