,V(m/s),alpha(deg),beta(deg),p(deg/s),q(deg/s),r(deg/s),phi(deg),theta(deg)
1392.0,13.925162065666214,0.5973775770506562,0.0,0.0,3.7940390179041962e-06,0.0,0.0,1.0440434695949203
1393.0,13.925160931148403,0.5973796103927929,0.0,0.0,3.70449977397594e-06,0.0,0.0,1.0440472188966814
1394.0,13.925159801748963,0.5973815529296352,0.0,0.0,3.6145733466828243e-06,0.0,0.0,1.044050878465407
1395.0,13.925158677525404,0.5973834043384141,0.0,0.0,3.5242621450237344e-06,0.0,0.0,1.0440544479151164
1396.0,13.925157558535192,0.5973851642989911,0.0,0.0,3.433568599405742e-06,0.0,0.0,1.0440579268622487
1397.0,13.925156444835748,0.5973868324938789,0.0,0.0,3.342495161608093e-06,0.0,0.0,1.044061314925684
1398.0,13.925155336484446,0.5973884086082601,0.0,0.0,3.2510443047467392e-06,0.0,0.0,1.0440646117267653
1399.0,13.92515423353861,0.597389892330007,0.0,0.0,3.159218523236591e-06,0.0,0.0,1.0440678168893185
1400.0,13.925153136055513,0.5973912833497007,0.0,0.0,3.067020332753827e-06,0.0,0.0,1.044070930039675
1401.0,13.925152044092375,0.5973925813606505,0.0,0.0,2.9744522701966988e-06,0.0,0.0,1.044073950806693
1402.0,13.925150957706354,0.5973937860589136,0.0,0.0,2.8815168936455476e-06,0.0,0.0,1.0440768788217771
1403.0,13.925149876954555,0.5973948971433135,0.0,0.0,2.7882167823220156e-06,0.0,0.0,1.0440797137189017
1404.0,13.92514880189402,0.5973959143154598,0.0,0.0,2.6945545365472886e-06,0.0,0.0,1.0440824551346302
1405.0,13.925147732581726,0.5973968372797672,0.0,0.0,2.600532777699337e-06,0.0,0.0,1.044085102708137
1406.0,13.925146669074586,0.5973976657434744,0.0,0.0,2.506154148169194e-06,0.0,0.0,1.0440876560812284
1407.0,13.925145611429441,0.5973983994166632,0.0,0.0,2.4114213113166106e-06,0.0,0.0,1.044090114898364
1408.0,13.925144559703066,0.5973990380122772,0.0,0.0,2.316336951424258e-06,0.0,0.0,1.0440924788066765
1409.0,13.92514351395216,0.5973995812461411,0.0,0.0,2.2209037736514224e-06,0.0,0.0,1.044094747455994
1410.0,13.925142474233345,0.5974000288369792,0.0,0.0,2.1251245039866378e-06,0.0,0.0,1.0440969204988597
1411.0,13.92514144060317,0.5974003805064342,0.0,0.0,2.0290018891992966e-06,0.0,0.0,1.0440989975905535
1412.0,13.925140413118099,0.5974006359790861,0.0,0.0,1.932538696790443e-06,0.0,0.0,1.044100978389112
1413.0,13.925139391834515,0.5974007949824706,0.0,0.0,1.8357377149426527e-06,0.0,0.0,1.0441028625553503
1414.0,13.925138376808714,0.5974008572470976,0.0,0.0,1.7386017524685722e-06,0.0,0.0,1.0441046497528814
1415.0,13.925137368096909,0.59740082250647,0.0,0.0,1.6411336387595237e-06,0.0,0.0,1.0441063396481378
1416.0,13.92513636575522,0.597400690497102,0.0,0.0,1.5433362237319675e-06,0.0,0.0,1.0441079319103916
1417.0,13.925135369839674,0.5974004609585375,0.0,0.0,1.445212377773632e-06,0.0,0.0,1.044109426211775
1418.0,13.925134380406204,0.5974001336333683,0.0,0.0,1.346764991688647e-06,0.0,0.0,1.0441108222273003
1419.0,13.925133397510647,0.5973997082672524,0.0,0.0,1.2479969766420694e-06,0.0,0.0,1.0441121196348817
1420.0,13.925132421208739,0.5973991846089323,0.0,0.0,1.1489112641027027e-06,0.0,0.0,1.0441133181153541
1421.0,13.925131451556114,0.5973985624102528,0.0,0.0,1.0495108057855189e-06,0.0,0.0,1.0441144173524943
1422.0,13.925130488608302,0.5973978414261794,0.0,0.0,9.497985735933653e-07,0.0,0.0,1.044115417033041
1423.0,13.925129532420726,0.597397021414816,0.0,0.0,8.497775595568698e-07,0.0,0.0,1.044116316846714
1424.0,13.925128583048702,0.5973961021374231,0.0,0.0,7.494507757741508e-07,0.0,0.0,1.0441171164862364
1425.0,13.92512764054743,0.597395083358435,0.0,0.0,6.488212543496934e-07,0.0,0.0,1.0441178156473527
1426.0,13.925126704972,0.5973939648454785,0.0,0.0,5.478920473314052e-07,0.0,0.0,1.0441184140288498
1427.0,13.925125776377381,0.5973927463693893,0.0,0.0,4.4666622664771867e-07,0.0,0.0,1.044118911332576
1428.0,13.925124854818428,0.5973914277042308,0.0,0.0,3.45146884043121e-07,0.0,0.0,1.044119307263462
1429.0,13.92512394034987,0.5973900086273111,0.0,0.0,2.433371310127635e-07,0.0,0.0,1.0441196015295402
1430.0,13.925123033026317,0.5973884889192002,0.0,0.0,1.4124009873674603e-07,0.0,0.0,1.044119793841964
1431.0,13.925122132902247,0.5973868683637477,0.0,0.0,3.885893801272564e-08,0.0,0.0,1.0441198839150279
1432.0,13.925121240032013,0.5973851467481002,0.0,0.0,-6.380318081207812e-08,0.0,0.0,1.044119871466187
1433.0,13.925120354469836,0.597383323862718,0.0,0.0,-1.6674306790994143e-07,0.0,0.0,1.0441197562160767
1434.0,13.925119476269803,0.5973813995013928,0.0,0.0,-2.6995751404252126e-07,0.0,0.0,1.0441195378885313
1435.0,13.925118605485865,0.5973793734612642,0.0,0.0,-3.7344329063127704e-07,0.0,0.0,1.0441192162106048
1436.0,13.925117742171835,0.5973772455428372,0.0,0.0,-4.771971498298599e-07,0.0,0.0,1.0441187909125889
1437.0,13.925116886381383,0.5973750155499985,0.0,0.0,-5.81215824596763e-07,0.0,0.0,1.044118261728033
1438.0,13.92511603816804,0.5973726832900336,0.0,0.0,-6.854960287686473e-07,0.0,0.0,1.044117628393763
1439.0,13.925115197585185,0.5973702485736436,0.0,0.0,-7.900344571354264e-07,0.0,0.0,1.0441168906499005
1440.0,13.925114364686053,0.5973677112149618,0.0,0.0,-8.948277855153188e-07,0.0,0.0,1.044116048239882
1441.0,13.925113539523727,0.5973650710315698,0.0,0.0,-9.998726708320884e-07,0.0,0.0,1.044115100910477
1442.0,13.925112722151136,0.5973623278445145,0.0,0.0,-1.1051657511914265e-06,0.0,0.0,1.0441140484118083
1443.0,13.925111912621054,0.5973594814783241,0.0,0.0,-1.2107036459602644e-06,0.0,0.0,1.0441128904973696
1444.0,13.925111110986096,0.5973565317610244,0.0,0.0,-1.3164829558457604e-06,0.0,0.0,1.0441116269240445
1445.0,13.925110317298719,0.5973534785241554,0.0,0.0,-1.4225002629753127e-06,0.0,0.0,1.0441102574521253
1446.0,13.925109531611213,0.5973503216027867,0.0,0.0,-1.528752130978029e-06,0.0,0.0,1.0441087818453314
1447.0,13.925108753975705,0.5973470608355338,0.0,0.0,-1.635235105067099e-06,0.0,0.0,1.0441071998708278
1448.0,13.925107984444152,0.5973436960645743,0.0,0.0,-1.741945712121997e-06,0.0,0.0,1.0441055112992434
1449.0,13.925107223068343,0.597340227135663,0.0,0.0,-1.8488804607734208e-06,0.0,0.0,1.0441037159046895
1450.0,13.925106469899893,0.5973366538981485,0.0,0.0,-1.9560358414876507e-06,0.0,0.0,1.0441018134647777
1451.0,13.925105724990239,0.5973329762049879,0.0,0.0,-2.063408326652638e-06,0.0,0.0,1.0440998037606382
1452.0,13.925104988390643,0.5973291939127631,0.0,0.0,-2.170994370664656e-06,0.0,0.0,1.0440976865769378
1453.0,13.925104260152189,0.5973253068816955,0.0,0.0,-2.278790410016206e-06,0.0,0.0,1.044095461701898
1454.0,13.925103540325772,0.5973213149756619,0.0,0.0,-2.3867928633844384e-06,0.0,0.0,1.0440931289273128
1455.0,13.925102828962105,0.5973172180622094,0.0,0.0,-2.494998131721021e-06,0.0,0.0,1.044090688048566
1456.0,13.925102126111714,0.5973130160125707,0.0,0.0,-2.6034025983424773e-06,0.0,0.0,1.0440881388646497
1457.0,13.925101431824935,0.5973087087016791,0.0,0.0,-2.7120026290216753e-06,0.0,0.0,1.0440854811781812
1458.0,13.925100746151909,0.5973042960081831,0.0,0.0,-2.8207945720800056e-06,0.0,0.0,1.0440827147954208
1459.0,13.925100069142584,0.5972997778144616,0.0,0.0,-2.9297747584810758e-06,0.0,0.0,1.0440798395262891
1460.0,13.925099400846708,0.5972951540066386,0.0,0.0,-3.038939501924611e-06,0.0,0.0,1.0440768551843846
1461.0,13.925098741313832,0.5972904244745975,0.0,0.0,-3.1482850989417638e-06,0.0,0.0,1.0440737615870006
1462.0,13.925098090593302,0.5972855891119957,0.0,0.0,-3.257807828990923e-06,0.0,0.0,1.0440705585551422
1463.0,13.925097448734261,0.5972806478162792,0.0,0.0,-3.3675039545551366e-06,0.0,0.0,1.0440672459135438
1464.0,13.925096815785645,0.5972756004886969,0.0,0.0,-3.477369721239531e-06,0.0,0.0,1.0440638234906858
1465.0,13.925096191796177,0.5972704470343143,0.0,0.0,-3.587401357870603e-06,0.0,0.0,1.0440602911188113
1466.0,13.925095576814371,0.5972651873620282,0.0,0.0,-3.69759507659567e-06,0.0,0.0,1.0440566486339427
1467.0,13.925094970888523,0.59725982138458,0.0,0.0,-3.807947072983581e-06,0.0,0.0,1.0440528958758988
1468.0,13.925094374066715,0.5972543490185704,0.0,0.0,-3.918453526126368e-06,0.0,0.0,1.044049032688311
1469.0,13.92509378639681,0.5972487701844724,0.0,0.0,-4.0291105987416805e-06,0.0,0.0,1.0440450589186399
1470.0,13.925093207926443,0.5972430848066451,0.0,0.0,-4.139914437276104e-06,0.0,0.0,1.0440409744181913
1471.0,13.925092638703031,0.5972372928133475,0.0,0.0,-4.250861172009582e-06,0.0,0.0,1.044036779042133
1472.0,13.925092078773762,0.5972313941367514,0.0,0.0,-4.3619469171606605e-06,0.0,0.0,1.0440324726495103
1473.0,13.925091528185593,0.5972253887129554,0.0,0.0,-4.4731677709926154e-06,0.0,0.0,1.0440280551032624
1474.0,13.925090986985252,0.5972192764819972,0.0,0.0,-4.5845198159203296e-06,0.0,0.0,1.0440235262702378
1475.0,13.925090455219229,0.5972130573878677,0.0,0.0,-4.695999118618229e-06,0.0,0.0,1.044018886021211
1476.0,13.92508993293378,0.5972067313785226,0.0,0.0,-4.807601730129425e-06,0.0,0.0,1.0440141342308973
1477.0,13.925089420174922,0.5972002984058967,0.0,0.0,-4.919323685975044e-06,0.0,0.0,1.044009270777969
1478.0,13.925088916988429,0.5971937584259154,0.0,0.0,-5.031161006265248e-06,0.0,0.0,1.0440042955450703
1479.0,13.925088423419833,0.597187111398508,0.0,0.0,-5.143109695810685e-06,0.0,0.0,1.0439992084188332
1480.0,13.925087939514418,0.5971803572876198,0.0,0.0,-5.255165744234428e-06,0.0,0.0,1.0439940092898923
1481.0,13.925087465317217,0.5971734960612245,0.0,0.0,-5.367325126085956e-06,0.0,0.0,1.0439886980529
1482.0,13.925087000873017,0.5971665276913367,0.0,0.0,-5.479583800954944e-06,0.0,0.0,1.0439832746065423
1483.0,13.925086546226348,0.5971594521540238,0.0,0.0,-5.591937713586796e-06,0.0,0.0,1.043977738853552
1484.0,13.925086101421485,0.5971522694294176,0.0,0.0,-5.704382793997961e-06,0.0,0.0,1.0439720907007255
1485.0,13.925085666502444,0.5971449795017268,0.0,0.0,-5.816914957593384e-06,0.0,0.0,1.0439663300589361
1486.0,13.92508524151298,0.5971375823592485,0.0,0.0,-5.929530105283874e-06,0.0,0.0,1.0439604568431489
1487.0,13.925084826496585,0.5971300779943796,0.0,0.0,-6.042224123605153e-06,0.0,0.0,1.043954470972435
1488.0,13.925084421496486,0.5971224664036282,0.0,0.0,-6.154992884837047e-06,0.0,0.0,1.0439483723699872
1489.0,13.92508402655564,0.5971147475876255,0.0,0.0,-6.267832247123841e-06,0.0,0.0,1.0439421609631316
1490.0,13.925083641716736,0.5971069215511365,0.0,0.0,-6.380738054595837e-06,0.0,0.0,1.0439358366833444
1491.0,13.92508326702219,0.5970989883030713,0.0,0.0,-6.493706137491155e-06,0.0,0.0,1.043929399466264
1492.0,13.925082902514141,0.597090947856496,0.0,0.0,-6.606732312279049e-06,0.0,0.0,1.0439228492517054
1493.0,13.925082548234453,0.5970828002286435,0.0,0.0,-6.719812381783361e-06,0.0,0.0,1.0439161859836743
1494.0,13.925082204224708,0.5970745454409242,0.0,0.0,-6.832942135307591e-06,0.0,0.0,1.0439094096103803
1495.0,13.925081870526204,0.5970661835189368,0.0,0.0,-6.9461173487603045e-06,0.0,0.0,1.0439025200842502
1496.0,13.92508154717996,0.5970577144924785,0.0,0.0,-7.059333784781894e-06,0.0,0.0,1.0438955173619417
1497.0,13.925081234226703,0.5970491383955551,0.0,0.0,-7.172587192871542e-06,0.0,0.0,1.0438884014043566
1498.0,13.925080931706871,0.5970404552663915,0.0,0.0,-7.28587330951544e-06,0.0,0.0,1.043881172176653
1499.0,13.925080639660614,0.5970316651474419,0.0,0.0,-7.399187858315921e-06,0.0,0.0,1.04387382964826
1500.0,13.925080358127783,0.597022768085399,0.0,0.0,-7.5125265501210965e-06,0.0,0.0,1.0438663737928886
1501.0,13.925080087147936,0.5970137641312045,0.0,0.0,-7.625885083156022e-06,0.0,0.0,1.0438588045885457
1502.0,13.925079826760333,0.5970046533400584,0.0,0.0,-7.739259143153764e-06,0.0,0.0,1.0438511220175464
1503.0,13.925079577003931,0.5969954357714282,0.0,0.0,-7.852644403487914e-06,0.0,0.0,1.0438433260665259
1504.0,13.925079337917383,0.5969861114890588,0.0,0.0,-7.96603652530599e-06,0.0,0.0,1.043835416726452
1505.0,13.925079109539038,0.5969766805609813,0.0,0.0,-8.079431157663229e-06,0.0,0.0,1.0438273939926381
1506.0,13.925078891906933,0.5969671430595221,0.0,0.0,-8.192823937657658e-06,0.0,0.0,1.043819257864754
1507.0,13.925078685058802,0.5969574990613122,0.0,0.0,-8.306210490566019e-06,0.0,0.0,1.0438110083468384
1508.0,13.92507848903206,0.5969477486472955,0.0,0.0,-8.41958642997981e-06,0.0,0.0,1.0438026454473106
1509.0,13.925078303863812,0.5969378919027376,0.0,0.0,-8.53294735794308e-06,0.0,0.0,1.043794169178982
1510.0,13.92507812959084,0.5969279289172345,0.0,0.0,-8.646288865090215e-06,0.0,0.0,1.043785579559068
1511.0,13.925077966249612,0.5969178597847205,0.0,0.0,-8.759606530785347e-06,0.0,0.0,1.0437768766091988
1512.0,13.925077813876271,0.5969076846034768,0.0,0.0,-8.87289592326219e-06,0.0,0.0,1.0437680603554307
1513.0,13.925077672506639,0.5968974034761396,0.0,0.0,-8.98615259976415e-06,0.0,0.0,1.0437591308282574
1514.0,13.925077542176206,0.5968870165097078,0.0,0.0,-9.099372106686232e-06,0.0,0.0,1.043750088062621
1515.0,13.92507742292014,0.5968765238155507,0.0,0.0,-9.212549979717248e-06,0.0,0.0,1.0437409320979218
1516.0,13.925077314773274,0.5968659255094158,0.0,0.0,-9.325681743982498e-06,0.0,0.0,1.0437316629780309
1517.0,13.925077217770111,0.5968552217114361,0.0,0.0,-9.438762914188069e-06,0.0,0.0,1.0437222807512985
1518.0,13.925077131944816,0.596844412546138,0.0,0.0,-9.551788994764956e-06,0.0,0.0,1.0437127854705657
1519.0,13.925077057331217,0.5968334981424473,0.0,0.0,-9.664755480014904e-06,0.0,0.0,1.043703177193174
1520.0,13.925076993962804,0.5968224786336978,0.0,0.0,-9.777657854256643e-06,0.0,0.0,1.0436934559809758
1521.0,13.925076941872724,0.5968113541576364,0.0,0.0,-9.890491591972321e-06,0.0,0.0,1.0436836219003442
1522.0,13.925076901093778,0.5968001248564315,0.0,0.0,-1.0003252157955975e-05,0.0,0.0,1.0436736750221824
1523.0,13.925076871658424,0.5967887908766784,0.0,0.0,-1.0115935007461335e-05,0.0,0.0,1.0436636154219336
1524.0,13.92507685359877,0.5967773523694061,0.0,0.0,-1.0228535586351654e-05,0.0,0.0,1.0436534431795907
1525.0,13.92507684694657,0.5967658094900838,0.0,0.0,-1.0341049331249968e-05,0.0,0.0,1.0436431583797054
1526.0,13.925076851733232,0.5967541623986267,0.0,0.0,-1.045347166968933e-05,0.0,0.0,1.043632761111397
1527.0,13.925076867989802,0.596742411259402,0.0,0.0,-1.0565798020264695e-05,0.0,0.0,1.0436222514683617
1528.0,13.925076895746972,0.5967305562412347,0.0,0.0,-1.0678023792785283e-05,0.0,0.0,1.0436116295488822
1529.0,13.925076935035076,0.5967185975174136,0.0,0.0,-1.0790144388427923e-05,0.0,0.0,1.0436008954558351
1530.0,13.925076985884084,0.5967065352656961,0.0,0.0,-1.090215519989046e-05,0.0,0.0,1.0435900492967
1531.0,13.925077048323603,0.596694369668314,0.0,0.0,-1.1014051611546659e-05,0.0,0.0,1.0435790911835685
1532.0,13.925077122382874,0.5966821009119787,0.0,0.0,-1.1125828999601432e-05,0.0,0.0,1.0435680212331515
1533.0,13.92507720809077,0.596669729187886,0.0,0.0,-1.1237482732247072e-05,0.0,0.0,1.0435568395667878
1534.0,13.925077305475794,0.596657254691721,0.0,0.0,-1.134900816981994e-05,0.0,0.0,1.043545546310452
1535.0,13.925077414566077,0.5966446776236629,0.0,0.0,-1.1460400664957928e-05,0.0,0.0,1.043534141594762
1536.0,13.925077535389377,0.5966319981883894,0.0,0.0,-1.1571655562758895e-05,0.0,0.0,1.0435226255549876
1537.0,13.925077667973074,0.5966192165950812,0.0,0.0,-1.1682768200939605e-05,0.0,0.0,1.0435109983310564
1538.0,13.925077812344169,0.596606333057426,0.0,0.0,-1.1793733909995406e-05,0.0,0.0,1.043499260067562
1539.0,13.925077968529282,0.5965933477936229,0.0,0.0,-1.1904548013360892e-05,0.0,0.0,1.0434874109137715
1540.0,13.925078136554653,0.5965802610263858,0.0,0.0,-1.201520582757039e-05,0.0,0.0,1.0434754510236317
1541.0,13.925078316446136,0.5965670729829476,0.0,0.0,-1.2125702662420707e-05,0.0,0.0,1.0434633805557763
1542.0,13.925078508229197,0.5965537838950634,0.0,0.0,-1.2236033821132885e-05,0.0,0.0,1.0434511996735323
1543.0,13.925078711928915,0.5965403939990142,0.0,0.0,-1.2346194600515766e-05,0.0,0.0,1.0434389085449272
1544.0,13.92507892756998,0.5965269035356097,0.0,0.0,-1.245618029112984e-05,0.0,0.0,1.0434265073426943
1545.0,13.925079155176682,0.5965133127501918,0.0,0.0,-1.2565986177451793e-05,0.0,0.0,1.0434139962442797
1546.0,13.925079394772927,0.5964996218926375,0.0,0.0,-1.2675607538040072e-05,0.0,0.0,1.0434013754318479
1547.0,13.925079646382216,0.596485831217361,0.0,0.0,-1.278503964570041e-05,0.0,0.0,1.0433886450922878
1548.0,13.925079910027652,0.5964719409833169,0.0,0.0,-1.289427776765267e-05,0.0,0.0,1.0433758054172182
1549.0,13.92508018573194,0.5964579514540025,0.0,0.0,-1.3003317165698358e-05,0.0,0.0,1.0433628566029935
1550.0,13.925080473517381,0.5964438628974598,0.0,0.0,-1.3112153096388222e-05,0.0,0.0,1.0433497988507092
1551.0,13.925080773405872,0.5964296755862776,0.0,0.0,-1.3220780811191157e-05,0.0,0.0,1.043336632366206
1552.0,13.925081085418903,0.5964153897975936,0.0,0.0,-1.332919555666319e-05,0.0,0.0,1.0433233573600766
1553.0,13.925081409577555,0.5964010058130957,0.0,0.0,-1.3437392574617838e-05,0.0,0.0,1.0433099740476686
1554.0,13.925081745902498,0.5963865239190241,0.0,0.0,-1.3545367102295943e-05,0.0,0.0,1.0432964826490907
1555.0,13.925082094413991,0.5963719444061722,0.0,0.0,-1.3653114372537648e-05,0.0,0.0,1.0432828833892165
1556.0,13.925082455131879,0.5963572675698879,0.0,0.0,-1.3760629613954021e-05,0.0,0.0,1.0432691764976887
1557.0,13.925082828075587,0.5963424937100749,0.0,0.0,-1.3867908051099214e-05,0.0,0.0,1.0432553622089233
1558.0,13.925083213264127,0.596327623131193,0.0,0.0,-1.3974944904643835e-05,0.0,0.0,1.0432414407621142
1559.0,13.925083610716088,0.5963126561422596,0.0,0.0,-1.4081735391548588e-05,0.0,0.0,1.0432274124012362
1560.0,13.925084020449638,0.5962975930568494,0.0,0.0,-1.4188274725238607e-05,0.0,0.0,1.0432132773750489
1561.0,13.925084442482522,0.596282434193095,0.0,0.0,-1.4294558115778598e-05,0.0,0.0,1.0431990359371002
1562.0,13.925084876832058,0.5962671798736874,0.0,0.0,-1.4400580770047743e-05,0.0,0.0,1.0431846883457294
1563.0,13.925085323515138,0.5962518304258755,0.0,0.0,-1.450633789191676e-05,0.0,0.0,1.0431702348640708
1564.0,13.925085782548223,0.5962363861814661,0.0,0.0,-1.4611824682423732e-05,0.0,0.0,1.043155675760056
1565.0,13.925086253947345,0.5962208474768238,0.0,0.0,-1.4717036339951969e-05,0.0,0.0,1.0431410113064168
1566.0,13.925086737728103,0.5962052146528698,0.0,0.0,-1.4821968060407805e-05,0.0,0.0,1.0431262417806884
1567.0,13.92508723390566,0.5961894880550818,0.0,0.0,-1.4926615037399018e-05,0.0,0.0,1.0431113674652106
1568.0,13.925087742494744,0.5961736680334926,0.0,0.0,-1.5030972462413984e-05,0.0,0.0,1.043096388647131
1569.0,13.925088263509645,0.5961577549426897,0.0,0.0,-1.5135035525001316e-05,0.0,0.0,1.0430813056184065
1570.0,13.925088796964213,0.5961417491418134,0.0,0.0,-1.5238799412949652e-05,0.0,0.0,1.0430661186758057
1571.0,13.925089342871855,0.5961256509945554,0.0,0.0,-1.53422593124689e-05,0.0,0.0,1.0430508281209099
1572.0,13.925089901245537,0.5961094608691576,0.0,0.0,-1.5445410408371247e-05,0.0,0.0,1.0430354342601151
1573.0,13.925090472097779,0.5960931791384102,0.0,0.0,-1.5548247884253194e-05,0.0,0.0,1.0430199374046332
1574.0,13.925091055440653,0.5960768061796492,0.0,0.0,-1.5650766922677702e-05,0.0,0.0,1.0430043378704925
1575.0,13.925091651285786,0.5960603423747549,0.0,0.0,-1.575296270535729e-05,0.0,0.0,1.0429886359785396
1576.0,13.925092259644353,0.5960437881101492,0.0,0.0,-1.5854830413337243e-05,0.0,0.0,1.04297283205444
1577.0,13.925092880527076,0.5960271437767932,0.0,0.0,-1.5956365227179654e-05,0.0,0.0,1.0429569264286778
1578.0,13.925093513944226,0.5960104097701845,0.0,0.0,-1.605756232714821e-05,0.0,0.0,1.0429409194365569
1579.0,13.925094159905617,0.5959935864903542,0.0,0.0,-1.6158416893392736e-05,0.0,0.0,1.0429248114182013
1580.0,13.925094818420607,0.5959766743418639,0.0,0.0,-1.6258924106134997e-05,0.0,0.0,1.0429086027185546
1581.0,13.925095489498098,0.5959596737338027,0.0,0.0,-1.6359079145854445e-05,0.0,0.0,1.0428922936873801
1582.0,13.925096173146528,0.5959425850797831,0.0,0.0,-1.6458877193474858e-05,0.0,0.0,1.0428758846792603
1583.0,13.925096869373878,0.5959254087979384,0.0,0.0,-1.6558313430551356e-05,0.0,0.0,1.0428593760535967
1584.0,13.925097578187664,0.5959081453109178,0.0,0.0,-1.6657383039457533e-05,0.0,0.0,1.0428427681746086
1585.0,13.925098299594938,0.5958907950458833,0.0,0.0,-1.6756081203573915e-05,0.0,0.0,1.0428260614113327
1586.0,13.925099033602285,0.5958733584345048,0.0,0.0,-1.6854403107475956e-05,0.0,0.0,1.0428092561376217
1587.0,13.925099780215824,0.5958558359129564,0.0,0.0,-1.695234393712288e-05,0.0,0.0,1.0427923527321425
1588.0,13.925100539441203,0.5958382279219114,0.0,0.0,-1.7049898880047336e-05,0.0,0.0,1.0427753515783762
1589.0,13.925101311283601,0.5958205349065379,0.0,0.0,-1.714706312554486e-05,0.0,0.0,1.042758253064615
1590.0,13.925102095747725,0.5958027573164933,0.0,0.0,-1.7243831864864414e-05,0.0,0.0,1.0427410575839606
1591.0,13.925102892837808,0.5957848956059202,0.0,0.0,-1.7340200291398684e-05,0.0,0.0,1.0427237655343229
1592.0,13.925103702557607,0.5957669502334401,0.0,0.0,-1.743616360087539e-05,0.0,0.0,1.0427063773184169
1593.0,13.925104524910404,0.5957489216621485,0.0,0.0,-1.7531716991548763e-05,0.0,0.0,1.0426888933437608
1594.0,13.925105359899005,0.5957308103596093,0.0,0.0,-1.76268556643915e-05,0.0,0.0,1.042671314022673
1595.0,13.925106207525733,0.5957126167978483,0.0,0.0,-1.772157482328701e-05,0.0,0.0,1.04265363977227
1596.0,13.925107067792432,0.595694341453348,0.0,0.0,-1.7815869675222355e-05,0.0,0.0,1.0426358710144623
1597.0,13.925107940700464,0.5956759848070409,0.0,0.0,-1.790973543048129e-05,0.0,0.0,1.042618008175952
1598.0,13.925108826250709,0.595657547344303,0.0,0.0,-1.8003167302837942e-05,0.0,0.0,1.042600051688229
1599.0,13.92510972444356,0.5956390295549476,0.0,0.0,-1.8096160509750576e-05,0.0,0.0,1.042582001987568
1600.0,13.925110635278926,0.5956204319332182,0.0,0.0,-1.8188710272556125e-05,0.0,0.0,1.0425638595150242
1601.0,13.925111558756226,0.5956017549777816,0.0,0.0,-1.8280811816664864e-05,0.0,0.0,1.042545624716429
1602.0,13.925112494874393,0.5955829991917206,0.0,0.0,-1.8372460371755376e-05,0.0,0.0,1.0425272980423872
1603.0,13.925113443631869,0.5955641650825271,0.0,0.0,-1.8463651171969938e-05,0.0,0.0,1.0425088799482707
1604.0,13.925114405026603,0.595545253162094,0.0,0.0,-1.8554379456110846e-05,0.0,0.0,1.0424903708942155
1605.0,13.925115379056056,0.5955262639467075,0.0,0.0,-1.8644640467835806e-05,0.0,0.0,1.0424717713451161
1606.0,13.92511636571719,0.5955071979570398,0.0,0.0,-1.8734429455854983e-05,0.0,0.0,1.0424530817706212
1607.0,13.925117365006477,0.5954880557181402,0.0,0.0,-1.8823741674127478e-05,0.0,0.0,1.042434302645128
1608.0,13.925118376919887,0.5954688377594274,0.0,0.0,-1.8912572382058892e-05,0.0,0.0,1.0424154344477765
1609.0,13.925119401452896,0.5954495446146802,0.0,0.0,-1.9000916844698352e-05,0.0,0.0,1.0423964776624455
1610.0,13.925120438600484,0.59543017682203,0.0,0.0,-1.908877033293678e-05,0.0,0.0,1.0423774327777453
1611.0,13.925121488357126,0.5954107349239509,0.0,0.0,-1.9176128123704494e-05,0.0,0.0,1.0423583002870123
1612.0,13.9251225507168,0.5953912194672509,0.0,0.0,-1.9262985500170232e-05,0.0,0.0,1.0423390806883028
1613.0,13.925123625672981,0.5953716310030629,0.0,0.0,-1.934933775193926e-05,0.0,0.0,1.042319774484387
1614.0,13.92512471321864,0.5953519700868348,0.0,0.0,-1.9435180175252623e-05,0.0,0.0,1.042300382182742
1615.0,13.925125813346243,0.5953322372783204,0.0,0.0,-1.9520508073186665e-05,0.0,0.0,1.042280904295545
1616.0,13.925126926047755,0.595312433141569,0.0,0.0,-1.960531675585226e-05,0.0,0.0,1.0422613413396673
1617.0,13.925128051314628,0.5952925582449157,0.0,0.0,-1.9689601540594677e-05,0.0,0.0,1.042241693836666
1618.0,13.925129189137811,0.595272613160971,0.0,0.0,-1.977335775219384e-05,0.0,0.0,1.0422219623127773
1619.0,13.925130339507744,0.5952525984666107,0.0,0.0,-1.9856580723064553e-05,0.0,0.0,1.0422021472989087
1620.0,13.925131502414356,0.5952325147429648,0.0,0.0,-1.993926579345717e-05,0.0,0.0,1.0421822493306314
1621.0,13.925132677847069,0.595212362575407,0.0,0.0,-2.0021408311658258e-05,0.0,0.0,1.0421622689481727
1622.0,13.925133865794788,0.5951921425535436,0.0,0.0,-2.0103003634191906e-05,0.0,0.0,1.0421422066964068
1623.0,13.925135066245911,0.5951718552712025,0.0,0.0,-2.0184047126020756e-05,0.0,0.0,1.0421220631248478
1624.0,13.925136279188319,0.5951515013264217,0.0,0.0,-2.026453416074781e-05,0.0,0.0,1.0421018387876404
1625.0,13.92513750460938,0.5951310813214373,0.0,0.0,-2.0344460120817722e-05,0.0,0.0,1.0420815342435512
1626.0,13.925138742495946,0.5951105958626726,0.0,0.0,-2.0423820397719266e-05,0.0,0.0,1.04206115005596
1627.0,13.925139992834355,0.5950900455607253,0.0,0.0,-2.0502610392187252e-05,0.0,0.0,1.0420406867928502
